"var_names","var_labels","year","survey","type"
"cf12e262","Does child 11 (born in the years 1994 through 2007) attend school?",2012,"Family & Household","categorical"
"cf13f262","Does child 11 (born in the years 1995 through 2008) attend school?",2013,"Family & Household","categorical"
"cf14g262","Does child 11 (born in the years 1996 through 2009) attend school?",2014,"Family & Household","categorical"
"cf15h262","Does child 11 (born in the years 1997 through 2010) attend school?",2015,"Family & Household","categorical"
"cf16i262","Does child 11 (born in the years 1998 through 2011) attend school?",2016,"Family & Household","categorical"
"cf17j262","Does child 11 (born in the years 1999 through 2012) attend school?",2017,"Family & Household","categorical"
"cf18k262","Does child 11 (born in the years 2000 through 2013) attend school?",2018,"Family & Household","categorical"
"cf19l262","Does child 11 (born in the years 2001 through 2014) attend school?",2019,"Family & Household","categorical"
"cf08a263","Does child 12 (born in the years 1990 through 2003) attend school?",2008,"Family & Household","categorical"
"cf09b263","Does child 12 (born in the years 1991 through 2004) attend school?",2009,"Family & Household","categorical"
"cf10c263","Does child 12 (born in the years 1992 through 2005) attend school?",2010,"Family & Household","categorical"
"cf11d263","Does child 12 (born in the years 1993 through 2006) attend school?",2011,"Family & Household","categorical"
"cf12e263","Does child 12 (born in the years 1994 through 2007) attend school?",2012,"Family & Household","categorical"
"cf13f263","Does child 12 (born in the years 1995 through 2008) attend school?",2013,"Family & Household","categorical"
"cf14g263","Does child 12 (born in the years 1996 through 2009) attend school?",2014,"Family & Household","categorical"
"cf15h263","Does child 12 (born in the years 1997 through 2010) attend school?",2015,"Family & Household","categorical"
"cf16i263","Does child 12 (born in the years 1998 through 2011) attend school?",2016,"Family & Household","categorical"
"cf17j263","Does child 12 (born in the years 1999 through 2012) attend school?",2017,"Family & Household","categorical"
"cf18k263","Does child 12 (born in the years 2000 through 2013) attend school?",2018,"Family & Household","categorical"
"cf19l263","Does child 12 (born in the years 2001 through 2014) attend school?",2019,"Family & Household","categorical"
"cf08a264","Does child 13 (born in the years 1990 through 2003) attend school?",2008,"Family & Household","categorical"
"cf09b264","Does child 13 (born in the years 1991 through 2004) attend school?",2009,"Family & Household","categorical"
"cf10c264","Does child 13 (born in the years 1992 through 2005) attend school?",2010,"Family & Household","categorical"
"cf11d264","Does child 13 (born in the years 1993 through 2006) attend school?",2011,"Family & Household","categorical"
"cf12e264","Does child 13 (born in the years 1994 through 2007) attend school?",2012,"Family & Household","categorical"
"cf13f264","Does child 13 (born in the years 1995 through 2008) attend school?",2013,"Family & Household","categorical"
"cf14g264","Does child 13 (born in the years 1996 through 2009) attend school?",2014,"Family & Household","categorical"
"cf15h264","Does child 13 (born in the years 1997 through 2010) attend school?",2015,"Family & Household","categorical"
"cf16i264","Does child 13 (born in the years 1998 through 2011) attend school?",2016,"Family & Household","categorical"
"cf17j264","Does child 13 (born in the years 1999 through 2012) attend school?",2017,"Family & Household","categorical"
"cf18k264","Does child 13 (born in the years 2000 through 2013) attend school?",2018,"Family & Household","categorical"
"cf19l264","Does child 13 (born in the years 2001 through 2014) attend school?",2019,"Family & Household","categorical"
"cf08a265","Does child 14 (born in the years 1990 through 2003) attend school?",2008,"Family & Household","categorical"
"cf09b265","Does child 14 (born in the years 1991 through 2004) attend school?",2009,"Family & Household","categorical"
"cf10c265","Does child 14 (born in the years 1992 through 2005) attend school?",2010,"Family & Household","categorical"
"cf11d265","Does child 14 (born in the years 1993 through 2006) attend school?",2011,"Family & Household","categorical"
"cf12e265","Does child 14 (born in the years 1994 through 2007) attend school?",2012,"Family & Household","categorical"
"cf13f265","Does child 14 (born in the years 1995 through 2008) attend school?",2013,"Family & Household","categorical"
"cf14g265","Does child 14 (born in the years 1996 through 2009) attend school?",2014,"Family & Household","categorical"
"cf15h265","Does child 14 (born in the years 1997 through 2010) attend school?",2015,"Family & Household","categorical"
"cf16i265","Does child 14 (born in the years 1998 through 2011) attend school?",2016,"Family & Household","categorical"
"cf17j265","Does child 14 (born in the years 1999 through 2012) attend school?",2017,"Family & Household","categorical"
"cf18k265","Does child 14 (born in the years 2000 through 2013) attend school?",2018,"Family & Household","categorical"
"cf19l265","Does child 14 (born in the years 2001 through 2014) attend school?",2019,"Family & Household","categorical"
"cf08a266","Does child 15 (born in the years 1990 through 2003) attend school?",2008,"Family & Household","categorical"
"cf09b266","Does child 15 (born in the years 1991 through 2004) attend school?",2009,"Family & Household","categorical"
"cf10c266","Does child 15 (born in the years 1992 through 2005) attend school?",2010,"Family & Household","categorical"
"cf11d266","Does child 15 (born in the years 1993 through 2006) attend school?",2011,"Family & Household","categorical"
"cf12e266","Does child 15 (born in the years 1994 through 2007) attend school?",2012,"Family & Household","categorical"
"cf13f266","Does child 15 (born in the years 1995 through 2008) attend school?",2013,"Family & Household","categorical"
"cf14g266","Does child 15 (born in the years 1996 through 2009) attend school?",2014,"Family & Household","categorical"
"cf15h266","Does child 15 (born in the years 1997 through 2010) attend school?",2015,"Family & Household","categorical"
"cf16i266","Does child 15 (born in the years 1998 through 2011) attend school?",2016,"Family & Household","categorical"
"cf17j266","Does child 15 (born in the years 1999 through 2012) attend school?",2017,"Family & Household","categorical"
"cf18k266","Does child 15 (born in the years 2000 through 2013) attend school?",2018,"Family & Household","categorical"
"cf19l266","Does child 15 (born in the years 2001 through 2014) attend school?",2019,"Family & Household","categorical"
"cf08a267","What school does child 1 (born in the years 1990 through 2003) attend?",2008,"Family & Household","categorical"
"cf09b267","What school does child 1 (born in the years 1991 through 2004) attend?",2009,"Family & Household","categorical"
"cf10c267","What school does child 1 (born in the years 1992 through 2005) attend?",2010,"Family & Household","categorical"
"cf11d267","What school does child 1 (born in the years 1993 through 2006) attend?",2011,"Family & Household","categorical"
"cf12e267","What school does child 1 (born in the years 1994 through 2007) attend?",2012,"Family & Household","categorical"
"cf13f267","What school does child 1 (born in the years 1995 through 2008) attend?",2013,"Family & Household","categorical"
"cf14g267","What school does child 1 (born in the years 1996 through 2009) attend?",2014,"Family & Household","categorical"
"cf08a268","What school does child 2 (born in the years 1990 through 2003) attend?",2008,"Family & Household","categorical"
"cf09b268","What school does child 2 (born in the years 1991 through 2004) attend?",2009,"Family & Household","categorical"
"cf10c268","What school does child 2 (born in the years 1992 through 2005) attend?",2010,"Family & Household","categorical"
"cf11d268","What school does child 2 (born in the years 1993 through 2006) attend?",2011,"Family & Household","categorical"
"cf12e268","What school does child 2 (born in the years 1994 through 2007) attend?",2012,"Family & Household","categorical"
"cf13f268","What school does child 2 (born in the years 1995 through 2008) attend?",2013,"Family & Household","categorical"
"cf14g268","What school does child 2 (born in the years 1996 through 2009) attend?",2014,"Family & Household","categorical"
"cf08a269","What school does child 3 (born in the years 1990 through 2003) attend?",2008,"Family & Household","categorical"
"cf09b269","What school does child 3 (born in the years 1991 through 2004) attend?",2009,"Family & Household","categorical"
"cf10c269","What school does child 3 (born in the years 1992 through 2005) attend?",2010,"Family & Household","categorical"
"cf11d269","What school does child 3 (born in the years 1993 through 2006) attend?",2011,"Family & Household","categorical"
"cf12e269","What school does child 3 (born in the years 1994 through 2007) attend?",2012,"Family & Household","categorical"
"cf13f269","What school does child 3 (born in the years 1995 through 2008) attend?",2013,"Family & Household","categorical"
"cf14g269","What school does child 3 (born in the years 1996 through 2009) attend?",2014,"Family & Household","categorical"
"cf08a270","What school does child 4 (born in the years 1990 through 2003) attend?",2008,"Family & Household","categorical"
"cf09b270","What school does child 4 (born in the years 1991 through 2004) attend?",2009,"Family & Household","categorical"
"cf10c270","What school does child 4 (born in the years 1992 through 2005) attend?",2010,"Family & Household","categorical"
"cf11d270","What school does child 4 (born in the years 1993 through 2006) attend?",2011,"Family & Household","categorical"
"cf12e270","What school does child 4 (born in the years 1994 through 2007) attend?",2012,"Family & Household","categorical"
"cf13f270","What school does child 4 (born in the years 1995 through 2008) attend?",2013,"Family & Household","categorical"
"cf14g270","What school does child 4 (born in the years 1996 through 2009) attend?",2014,"Family & Household","categorical"
"cf08a271","What school does child 5 (born in the years 1990 through 2003) attend?",2008,"Family & Household","categorical"
"cf09b271","What school does child 5 (born in the years 1991 through 2004) attend?",2009,"Family & Household","categorical"
"cf10c271","What school does child 5 (born in the years 1992 through 2005) attend?",2010,"Family & Household","categorical"
"cf11d271","What school does child 5 (born in the years 1993 through 2006) attend?",2011,"Family & Household","categorical"
"cf12e271","What school does child 5 (born in the years 1994 through 2007) attend?",2012,"Family & Household","categorical"
"cf13f271","What school does child 5 (born in the years 1995 through 2008) attend?",2013,"Family & Household","categorical"
"cf14g271","What school does child 5 (born in the years 1996 through 2009) attend?",2014,"Family & Household","categorical"
"cf08a272","What school does child 6 (born in the years 1990 through 2003) attend?",2008,"Family & Household","categorical"
"cf09b272","What school does child 6 (born in the years 1991 through 2004) attend?",2009,"Family & Household","categorical"
"cf10c272","What school does child 6 (born in the years 1992 through 2005) attend?",2010,"Family & Household","categorical"
"cf11d272","What school does child 6 (born in the years 1993 through 2006) attend?",2011,"Family & Household","categorical"
"cf12e272","What school does child 6 (born in the years 1994 through 2007) attend?",2012,"Family & Household","categorical"
"cf13f272","What school does child 6 (born in the years 1995 through 2008) attend?",2013,"Family & Household","categorical"
"cf14g272","What school does child 6 (born in the years 1996 through 2009) attend?",2014,"Family & Household","categorical"
"cf08a273","What school does child 7 (born in the years 1990 through 2003) attend?",2008,"Family & Household","categorical"
"cf09b273","What school does child 7 (born in the years 1991 through 2004) attend?",2009,"Family & Household","categorical"
"cf10c273","What school does child 7 (born in the years 1992 through 2005) attend?",2010,"Family & Household","categorical"
"cf11d273","What school does child 7 (born in the years 1993 through 2006) attend?",2011,"Family & Household","categorical"
"cf12e273","What school does child 7 (born in the years 1994 through 2007) attend?",2012,"Family & Household","categorical"
"cf13f273","What school does child 7 (born in the years 1995 through 2008) attend?",2013,"Family & Household","categorical"
"cf14g273","What school does child 7 (born in the years 1996 through 2009) attend?",2014,"Family & Household","categorical"
"cf08a274","What school does child 8 (born in the years 1990 through 2003) attend?",2008,"Family & Household","categorical"
"cf09b274","What school does child 8 (born in the years 1991 through 2004) attend?",2009,"Family & Household","categorical"
"cf10c274","What school does child 8 (born in the years 1992 through 2005) attend?",2010,"Family & Household","categorical"
"cf11d274","What school does child 8 (born in the years 1993 through 2006) attend?",2011,"Family & Household","categorical"
"cf12e274","What school does child 8 (born in the years 1994 through 2007) attend?",2012,"Family & Household","categorical"
"cf13f274","What school does child 8 (born in the years 1995 through 2008) attend?",2013,"Family & Household","categorical"
"cf14g274","What school does child 8 (born in the years 1996 through 2009) attend?",2014,"Family & Household","categorical"
"cf08a275","What school does child 9 (born in the years 1990 through 2003) attend?",2008,"Family & Household","categorical"
"cf09b275","What school does child 9 (born in the years 1991 through 2004) attend?",2009,"Family & Household","categorical"
"cf10c275","What school does child 9 (born in the years 1992 through 2005) attend?",2010,"Family & Household","categorical"
"cf11d275","What school does child 9 (born in the years 1993 through 2006) attend?",2011,"Family & Household","categorical"
"cf12e275","What school does child 9 (born in the years 1994 through 2007) attend?",2012,"Family & Household","categorical"
"cf13f275","What school does child 9 (born in the years 1995 through 2008) attend?",2013,"Family & Household","categorical"
"cf14g275","What school does child 9 (born in the years 1996 through 2009) attend?",2014,"Family & Household","categorical"
"cf08a276","What school does child 10 (born in the years 1990 through 2003) attend?",2008,"Family & Household","categorical"
"cf09b276","What school does child 10 (born in the years 1991 through 2004) attend?",2009,"Family & Household","categorical"
"cf10c276","What school does child 10 (born in the years 1992 through 2005) attend?",2010,"Family & Household","categorical"
"cf11d276","What school does child 10 (born in the years 1993 through 2006) attend?",2011,"Family & Household","categorical"
"cf12e276","What school does child 10 (born in the years 1994 through 2007) attend?",2012,"Family & Household","categorical"
"cf13f276","What school does child 10 (born in the years 1995 through 2008) attend?",2013,"Family & Household","categorical"
"cf14g276","What school does child 10 (born in the years 1996 through 2009) attend?",2014,"Family & Household","categorical"
"cf08a277","What school does child 11 (born in the years 1990 through 2003) attend?",2008,"Family & Household","categorical"
"cf09b277","What school does child 11 (born in the years 1991 through 2004) attend?",2009,"Family & Household","categorical"
"cf10c277","What school does child 11 (born in the years 1992 through 2005) attend?",2010,"Family & Household","categorical"
"cf11d277","What school does child 11 (born in the years 1993 through 2006) attend?",2011,"Family & Household","categorical"
"cf12e277","What school does child 11 (born in the years 1994 through 2007) attend?",2012,"Family & Household","categorical"
"cf13f277","What school does child 11 (born in the years 1995 through 2008) attend?",2013,"Family & Household","categorical"
"cf14g277","What school does child 11 (born in the years 1996 through 2009) attend?",2014,"Family & Household","categorical"
"cf08a278","What school does child 12 (born in the years 1990 through 2003) attend?",2008,"Family & Household","categorical"
"cf09b278","What school does child 12 (born in the years 1991 through 2004) attend?",2009,"Family & Household","categorical"
"cf10c278","What school does child 12 (born in the years 1992 through 2005) attend?",2010,"Family & Household","categorical"
"cf11d278","What school does child 12 (born in the years 1993 through 2006) attend?",2011,"Family & Household","categorical"
"cf12e278","What school does child 12 (born in the years 1994 through 2007) attend?",2012,"Family & Household","categorical"
"cf13f278","What school does child 12 (born in the years 1995 through 2008) attend?",2013,"Family & Household","categorical"
"cf14g278","What school does child 12 (born in the years 1996 through 2009) attend?",2014,"Family & Household","categorical"
"cf08a279","What school does child 13 (born in the years 1990 through 2003) attend?",2008,"Family & Household","categorical"
"cf09b279","What school does child 13 (born in the years 1991 through 2004) attend?",2009,"Family & Household","categorical"
"cf10c279","What school does child 13 (born in the years 1992 through 2005) attend?",2010,"Family & Household","categorical"
"cf11d279","What school does child 13 (born in the years 1993 through 2006) attend?",2011,"Family & Household","categorical"
"cf12e279","What school does child 13 (born in the years 1994 through 2007) attend?",2012,"Family & Household","categorical"
"cf13f279","What school does child 13 (born in the years 1995 through 2008) attend?",2013,"Family & Household","categorical"
"cf14g279","What school does child 13 (born in the years 1996 through 2009) attend?",2014,"Family & Household","categorical"
"cf08a280","What school does child 14 (born in the years 1990 through 2003) attend?",2008,"Family & Household","categorical"
"cf09b280","What school does child 14 (born in the years 1991 through 2004) attend?",2009,"Family & Household","categorical"
"cf10c280","What school does child 14 (born in the years 1992 through 2005) attend?",2010,"Family & Household","categorical"
"cf11d280","What school does child 14 (born in the years 1993 through 2006) attend?",2011,"Family & Household","categorical"
"cf12e280","What school does child 14 (born in the years 1994 through 2007) attend?",2012,"Family & Household","categorical"
"cf13f280","What school does child 14 (born in the years 1995 through 2008) attend?",2013,"Family & Household","categorical"
"cf14g280","What school does child 14 (born in the years 1996 through 2009) attend?",2014,"Family & Household","categorical"
"cf08a281","What school does child 15 (born in the years 1990 through 2003) attend?",2008,"Family & Household","categorical"
"cf09b281","What school does child 15 (born in the years 1991 through 2004) attend?",2009,"Family & Household","categorical"
"cf10c281","What school does child 15 (born in the years 1992 through 2005) attend?",2010,"Family & Household","categorical"
"cf11d281","What school does child 15 (born in the years 1993 through 2006) attend?",2011,"Family & Household","categorical"
"cf12e281","What school does child 15 (born in the years 1994 through 2007) attend?",2012,"Family & Household","categorical"
"cf13f281","What school does child 15 (born in the years 1995 through 2008) attend?",2013,"Family & Household","categorical"
"cf14g281","What school does child 15 (born in the years 1996 through 2009) attend?",2014,"Family & Household","categorical"
"cf08a282","What is the denominational nature or direction of the school of child 1 (born in the years 1990 through 2003)?",2008,"Family & Household","categorical"
"cf09b282","What is the denominational nature or direction of the school of child 1 (born in the years 1991 through 2004)?",2009,"Family & Household","categorical"
"cf10c282","What is the denominational nature or direction of the school of child 1 (born in the years 1992 through 2005)?",2010,"Family & Household","categorical"
"cf08a283","What is the denominational nature or direction of the school of child 2 (born in the years 1990 through 2003)?",2008,"Family & Household","categorical"
"cf09b283","What is the denominational nature or direction of the school of child 2 (born in the years 1991 through 2004)?",2009,"Family & Household","categorical"
"cf10c283","What is the denominational nature or direction of the school of child 2 (born in the years 1992 through 2005)?",2010,"Family & Household","categorical"
"cf08a284","What is the denominational nature or direction of the school of child 3 (born in the years 1990 through 2003)?",2008,"Family & Household","categorical"
"cf09b284","What is the denominational nature or direction of the school of child 3 (born in the years 1991 through 2004)?",2009,"Family & Household","categorical"
"cf10c284","What is the denominational nature or direction of the school of child 3 (born in the years 1992 through 2005)?",2010,"Family & Household","categorical"
"cf08a285","What is the denominational nature or direction of the school of child 4 (born in the years 1990 through 2003)?",2008,"Family & Household","categorical"
"cf09b285","What is the denominational nature or direction of the school of child 4 (born in the years 1991 through 2004)?",2009,"Family & Household","categorical"
"cf10c285","What is the denominational nature or direction of the school of child 4 (born in the years 1992 through 2005)?",2010,"Family & Household","categorical"
"cf08a286","What is the denominational nature or direction of the school of child 5 (born in the years 1990 through 2003)?",2008,"Family & Household","categorical"
"cf09b286","What is the denominational nature or direction of the school of child 5 (born in the years 1991 through 2004)?",2009,"Family & Household","categorical"
"cf10c286","What is the denominational nature or direction of the school of child 5 (born in the years 1992 through 2005)?",2010,"Family & Household","categorical"
"cf08a287","What is the denominational nature or direction of the school of child 6 (born in the years 1990 through 2003)?",2008,"Family & Household","categorical"
"cf09b287","What is the denominational nature or direction of the school of child 6 (born in the years 1991 through 2004)?",2009,"Family & Household","categorical"
"cf10c287","What is the denominational nature or direction of the school of child 6 (born in the years 1992 through 2005)?",2010,"Family & Household","categorical"
"cf08a288","What is the denominational nature or direction of the school of child 7 (born in the years 1990 through 2003)?",2008,"Family & Household","categorical"
"cf09b288","What is the denominational nature or direction of the school of child 7 (born in the years 1991 through 2004)?",2009,"Family & Household","categorical"
"cf10c288","What is the denominational nature or direction of the school of child 7 (born in the years 1992 through 2005)?",2010,"Family & Household","categorical"
"cf08a289","What is the denominational nature or direction of the school of child 8 (born in the years 1990 through 2003)?",2008,"Family & Household","categorical"
"cf09b289","What is the denominational nature or direction of the school of child 8 (born in the years 1991 through 2004)?",2009,"Family & Household","categorical"
"cf10c289","What is the denominational nature or direction of the school of child 8 (born in the years 1992 through 2005)?",2010,"Family & Household","categorical"
"cf08a290","What is the denominational nature or direction of the school of child 9 (born in the years 1990 through 2003)?",2008,"Family & Household","categorical"
"cf09b290","What is the denominational nature or direction of the school of child 9 (born in the years 1991 through 2004)?",2009,"Family & Household","categorical"
"cf10c290","What is the denominational nature or direction of the school of child 9 (born in the years 1992 through 2005)?",2010,"Family & Household","categorical"
"cf08a291","What is the denominational nature or direction of the school of child 10 (born in the years 1990 through 2003)?",2008,"Family & Household","categorical"
"cf09b291","What is the denominational nature or direction of the school of child 10 (born in the years 1991 through 2004)?",2009,"Family & Household","categorical"
"cf10c291","What is the denominational nature or direction of the school of child 10 (born in the years 1992 through 2005)?",2010,"Family & Household","categorical"
"cf08a292","What is the denominational nature or direction of the school of child 11 (born in the years 1990 through 2003)?",2008,"Family & Household","categorical"
"cf09b292","What is the denominational nature or direction of the school of child 11 (born in the years 1991 through 2004)?",2009,"Family & Household","categorical"
"cf10c292","What is the denominational nature or direction of the school of child 11 (born in the years 1992 through 2005)?",2010,"Family & Household","categorical"
"cf08a293","What is the denominational nature or direction of the school of child 12 (born in the years 1990 through 2003)?",2008,"Family & Household","categorical"
"cf09b293","What is the denominational nature or direction of the school of child 12 (born in the years 1991 through 2004)?",2009,"Family & Household","categorical"
"cf10c293","What is the denominational nature or direction of the school of child 12 (born in the years 1992 through 2005)?",2010,"Family & Household","categorical"
"cf08a294","What is the denominational nature or direction of the school of child 13 (born in the years 1990 through 2003)?",2008,"Family & Household","categorical"
"cf09b294","What is the denominational nature or direction of the school of child 13 (born in the years 1991 through 2004)?",2009,"Family & Household","categorical"
"cf10c294","What is the denominational nature or direction of the school of child 13 (born in the years 1992 through 2005)?",2010,"Family & Household","categorical"
"cf08a295","What is the denominational nature or direction of the school of child 14 (born in the years 1990 through 2003)?",2008,"Family & Household","categorical"
"cf09b295","What is the denominational nature or direction of the school of child 14 (born in the years 1991 through 2004)?",2009,"Family & Household","categorical"
"cf10c295","What is the denominational nature or direction of the school of child 14 (born in the years 1992 through 2005)?",2010,"Family & Household","categorical"
"cf08a296","What is the denominational nature or direction of the school of child 15 (born in the years 1990 through 2003)?",2008,"Family & Household","categorical"
"cf09b296","What is the denominational nature or direction of the school of child 15 (born in the years 1991 through 2004)?",2009,"Family & Household","categorical"
"cf10c296","What is the denominational nature or direction of the school of child 15 (born in the years 1992 through 2005)?",2010,"Family & Household","categorical"
"cf08a297","Does the school of child 1 (born in the years 1990 through 2003) have a continuous schedule?",2008,"Family & Household","categorical"
"cf09b297","Does the school of child 1 (born in the years 1991 through 2004) have a continuous schedule?",2009,"Family & Household","categorical"
"cf10c297","Does the school of child 1 (born in the years 1992 through 2005) have a continuous schedule?",2010,"Family & Household","categorical"
"cf11d297","Does the school of child 1 (born in the years 1993 through 2006) have a continuous schedule?",2011,"Family & Household","categorical"
"cf12e297","Does the school of child 1 (born in the years 1994 through 2007) have a continuous schedule?",2012,"Family & Household","categorical"
"cf13f297","Does the school of child 1 (born in the years 1995 through 2008) have a continuous schedule?",2013,"Family & Household","categorical"
"cf14g297","Does the school of child 1 (born in the years 1996 through 2009) have a continuous schedule?",2014,"Family & Household","categorical"
"cf15h297","Does the school of child 1 (born in the years 1997 through 2010) have a continuous schedule?",2015,"Family & Household","categorical"
"cf16i297","Does the school of child 1 (born in the years 1998 through 2011) have a continuous schedule?",2016,"Family & Household","categorical"
"cf17j297","Does the school of child 1 (born in the years 1999 through 2012) have a continuous schedule?",2017,"Family & Household","categorical"
"cf18k297","Does the school of child 1 (born in the years 2000 through 2013) have a continuous schedule?",2018,"Family & Household","categorical"
"cf19l297","Does the school of child 1 (born in the years 2001 through 2014) have a continuous schedule?",2019,"Family & Household","categorical"
"cf08a298","Does the school of child 2 (born in the years 1990 through 2003) have a continuous schedule?",2008,"Family & Household","categorical"
"cf09b298","Does the school of child 2 (born in the years 1991 through 2004) have a continuous schedule?",2009,"Family & Household","categorical"
"cf10c298","Does the school of child 2 (born in the years 1992 through 2005) have a continuous schedule?",2010,"Family & Household","categorical"
"cf11d298","Does the school of child 2 (born in the years 1993 through 2006 have a continuous schedule?",2011,"Family & Household","categorical"
"cf12e298","Does the school of child 2 (born in the years 1994 through 2007) have a continuous schedule?",2012,"Family & Household","categorical"
"cf13f298","Does the school of child 2 (born in the years 1995 through 2008) have a continuous schedule?",2013,"Family & Household","categorical"
"cf14g298","Does the school of child 2 (born in the years 1996 through 2009) have a continuous schedule?",2014,"Family & Household","categorical"
"cf15h298","Does the school of child 2 (born in the years 1997 through 2010) have a continuous schedule?",2015,"Family & Household","categorical"
"cf16i298","Does the school of child 2 (born in the years 1998 through 2011) have a continuous schedule?",2016,"Family & Household","categorical"
"cf17j298","Does the school of child 2 (born in the years 1999 through 2012) have a continuous schedule?",2017,"Family & Household","categorical"
"cf18k298","Does the school of child 2 (born in the years 2000 through 2013) have a continuous schedule?",2018,"Family & Household","categorical"
"cf19l298","Does the school of child 2 (born in the years 2001 through 2014) have a continuous schedule?",2019,"Family & Household","categorical"
"cf08a299","Does the school of child 3 (born in the years 1990 through 2003) have a continuous schedule?",2008,"Family & Household","categorical"
"cf09b299","Does the school of child 3 (born in the years 1991 through 2004) have a continuous schedule?",2009,"Family & Household","categorical"
"cf10c299","Does the school of child 3 (born in the years 1992 through 2005) have a continuous schedule?",2010,"Family & Household","categorical"
"cf11d299","Does the school of child 3 (born in the years 1993 through 2006) have a continuous schedule?",2011,"Family & Household","categorical"
"cf12e299","Does the school of child 3 (born in the years 1994 through 2007) have a continuous schedule?",2012,"Family & Household","categorical"
"cf13f299","Does the school of child 3 (born in the years 1995 through 2008) have a continuous schedule?",2013,"Family & Household","categorical"
"cf14g299","Does the school of child 3 (born in the years 1996 through 2009) have a continuous schedule?",2014,"Family & Household","categorical"
"cf15h299","Does the school of child 3 (born in the years 1997 through 2010) have a continuous schedule?",2015,"Family & Household","categorical"
"cf16i299","Does the school of child 3 (born in the years 1998 through 2011) have a continuous schedule?",2016,"Family & Household","categorical"
"cf17j299","Does the school of child 3 (born in the years 1999 through 2012) have a continuous schedule?",2017,"Family & Household","categorical"
"cf18k299","Does the school of child 3 (born in the years 2000 through 2013) have a continuous schedule?",2018,"Family & Household","categorical"
"cf19l299","Does the school of child 3 (born in the years 2001 through 2014) have a continuous schedule?",2019,"Family & Household","categorical"
"cf08a300","Does the school of child 4 (born in the years 1990 through 2003) have a continuous schedule?",2008,"Family & Household","categorical"
"cf09b300","Does the school of child 4 (born in the years 1991 through 2004) have a continuous schedule?",2009,"Family & Household","categorical"
"cf10c300","Does the school of child 4 (born in the years 1992 through 2005) have a continuous schedule?",2010,"Family & Household","categorical"
"cf11d300","Does the school of child 4 (born in the years 1993 through 2006) have a continuous schedule?",2011,"Family & Household","categorical"
"cf12e300","Does the school of child 4 (born in the years 1994 through 2007) have a continuous schedule?",2012,"Family & Household","categorical"
"cf13f300","Does the school of child 4 (born in the years 1995 through 2008) have a continuous schedule?",2013,"Family & Household","categorical"
"cf14g300","Does the school of child 4 (born in the years 1996 through 2009) have a continuous schedule?",2014,"Family & Household","categorical"
"cf15h300","Does the school of child 4 (born in the years 1997 through 2010) have a continuous schedule?",2015,"Family & Household","categorical"
"cf16i300","Does the school of child 4 (born in the years 1998 through 2011) have a continuous schedule?",2016,"Family & Household","categorical"
"cf17j300","Does the school of child 4 (born in the years 1999 through 2012) have a continuous schedule?",2017,"Family & Household","categorical"
"cf18k300","Does the school of child 4 (born in the years 2000 through 2013) have a continuous schedule?",2018,"Family & Household","categorical"
"cf19l300","Does the school of child 4 (born in the years 2001 through 2014) have a continuous schedule?",2019,"Family & Household","categorical"
"cf08a301","Does the school of child 5 (born in the years 1990 through 2003) have a continuous schedule?",2008,"Family & Household","categorical"
"cf09b301","Does the school of child 5 (born in the years 1991 through 2004) have a continuous schedule?",2009,"Family & Household","categorical"
"cf10c301","Does the school of child 5 (born in the years 1992 through 2005) have a continuous schedule?",2010,"Family & Household","categorical"
"cf11d301","Does the school of child 5 (born in the years 1993 through 2006) have a continuous schedule?",2011,"Family & Household","categorical"
"cf12e301","Does the school of child 5 (born in the years 1994 through 2007) have a continuous schedule?",2012,"Family & Household","categorical"
"cf13f301","Does the school of child 5 (born in the years 1995 through 2008) have a continuous schedule?",2013,"Family & Household","categorical"
"cf14g301","Does the school of child 5 (born in the years 1996 through 2009) have a continuous schedule?",2014,"Family & Household","categorical"
"cf15h301","Does the school of child 5 (born in the years 1997 through 2010) have a continuous schedule?",2015,"Family & Household","categorical"
"cf16i301","Does the school of child 5 (born in the years 1998 through 2011) have a continuous schedule?",2016,"Family & Household","categorical"
"cf17j301","Does the school of child 5 (born in the years 1999 through 2012) have a continuous schedule?",2017,"Family & Household","categorical"
"cf18k301","Does the school of child 5 (born in the years 2000 through 2013) have a continuous schedule?",2018,"Family & Household","categorical"
"cf19l301","Does the school of child 5 (born in the years 2001 through 2014) have a continuous schedule?",2019,"Family & Household","categorical"
"cf08a302","Does the school of child 6 (born in the years 1990 through 2003) have a continuous schedule?",2008,"Family & Household","categorical"
"cf09b302","Does the school of child 6 (born in the years 1991 through 2004) have a continuous schedule?",2009,"Family & Household","categorical"
"cf10c302","Does the school of child 6 (born in the years 1992 through 2005) have a continuous schedule?",2010,"Family & Household","categorical"
"cf11d302","Does the school of child 6 (born in the years 1993 through 2006) have a continuous schedule?",2011,"Family & Household","categorical"
"cf12e302","Does the school of child 6 (born in the years 1994 through 2007) have a continuous schedule?",2012,"Family & Household","categorical"
"cf13f302","Does the school of child 6 (born in the years 1995 through 2008) have a continuous schedule?",2013,"Family & Household","categorical"
"cf14g302","Does the school of child 6 (born in the years 1996 through 2009) have a continuous schedule?",2014,"Family & Household","categorical"
"cf15h302","Does the school of child 6 (born in the years 1997 through 2010) have a continuous schedule?",2015,"Family & Household","categorical"
"cf16i302","Does the school of child 6 (born in the years 1998 through 2011) have a continuous schedule?",2016,"Family & Household","categorical"
"cf17j302","Does the school of child 6 (born in the years 1999 through 2012) have a continuous schedule?",2017,"Family & Household","categorical"
